DATAFLOW,LAST UPDATE,freq,indic_ur,cities,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Greece,2008,18046.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Greece,2009,19200.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Greece,2012,14.69,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Greece,2014,12000.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Spain,1995,6170.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Spain,1996,6247.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Spain,1997,6619.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Spain,1998,6794.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Spain,1999,7484.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Spain,2000,8236.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Spain,2001,9027.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Spain,2004,18546.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Spain,2011,19600.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Madrid (greater city),1996,10338.34,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Madrid (greater city),2001,13404.18,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Madrid (greater city),2004,15708.81,e,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Zaragoza,1996,9662.95,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Zaragoza,2001,12331.94,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Zaragoza,2004,13453.01,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Málaga,1996,6247.73,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Málaga,2001,8641.24,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Málaga,2004,10266.07,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Murcia,1996,7058.74,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Murcia,2001,9146.56,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Murcia,2004,11140.84,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Las Palmas,1996,7609.64,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Las Palmas,2001,10275.70,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Las Palmas,2004,11518.21,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Valladolid (greater city),1996,9253.32,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Valladolid (greater city),2001,11675.73,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Valladolid (greater city),2004,12601.81,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Palma de Mallorca,1996,10119.61,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Palma de Mallorca,2001,12065.06,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Palma de Mallorca,2004,13454.17,e,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Santiago de Compostela,1996,7976.17,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Santiago de Compostela,2001,10098.37,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Santiago de Compostela,2004,13059.93,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Vitoria/Gasteiz,1996,10106.10,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Vitoria/Gasteiz,2001,13312.86,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Vitoria/Gasteiz,2004,15866.13,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Oviedo,1996,9632.15,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Oviedo,2001,12116.53,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Oviedo,2004,14364.91,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Santander,1996,9181.80,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Santander,2001,12103.29,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Santander,2004,14141.74,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Toledo,1996,8873.96,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Toledo,2001,10774.71,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Toledo,2004,12386.30,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Badajoz,1996,7079.38,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Badajoz,2001,8493.62,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Badajoz,2004,11057.51,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Logroño,1996,11212.31,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Logroño,2001,13400.81,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Logroño,2004,11974.45,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Córdoba,2004,8960.73,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Alicante/Alacant (greater city),2004,10637.35,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Vigo,2004,12246.44,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Gijón,2004,13811.22,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,A Coruña (greater city),2001,11045.64,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,A Coruña (greater city),2004,11756.38,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Elche/Elx,2001,9022.46,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Elche/Elx,2004,10415.29,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Cartagena,2001,10031.60,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Cartagena,2004,10791.53,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Jerez de la Frontera,2001,8236.74,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Jerez de la Frontera,2004,9774.52,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,San Sebastián/Donostia (greater city),2001,14990.58,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,San Sebastián/Donostia (greater city),2004,17491.26,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Alcalá de Henares,2001,10554.20,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Alcalá de Henares,2004,12554.16,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Almería (greater city),2001,31749.95,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Almería (greater city),2004,39546.34,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Burgos,2001,11995.42,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Burgos,2004,2442365.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Salamanca (greater city),2001,9260.81,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Salamanca (greater city),2004,11803.32,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Albacete,2001,9617.03,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Albacete,2004,10706.83,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Castellón de la Plana/Castelló de la Plana,2001,11795.96,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Castellón de la Plana/Castelló de la Plana,2004,12539.07,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Huelva,2001,9664.11,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Huelva,2004,11427.59,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Cádiz,2001,11995.42,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Cádiz,2004,10549.14,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,León (greater city),2001,9599.68,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,León (greater city),2004,10655.03,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Tarragona (greater city),2001,14436.20,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Tarragona (greater city),2004,15284.20,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Jaén,2001,9843.93,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Jaén,2004,10685.34,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Lleida,2001,16919.20,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Lleida,2004,15862.27,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Ourense (greater city),2001,11395.82,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Ourense (greater city),2004,12827.05,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Mataró,2001,11333.81,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Mataró,2004,11734.33,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Dos Hermanas,2001,8816.21,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Dos Hermanas,2004,10906.64,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Algeciras,2001,8250.27,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Algeciras,2004,10262.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Marbella,2001,10124.27,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Marbella,2004,11028.50,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Torrejón de Ardoz,2001,10732.60,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Torrejón de Ardoz,2004,11957.68,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Finland,1996,12790.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Finland,1997,12814.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Finland,1998,13381.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Finland,1999,13488.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Finland,2000,12344.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Finland,2001,14861.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Finland,2004,14665.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Finland,2008,17813.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Finland,2011,29862.18,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Finland,2015,23763.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Finland,2016,23650.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Finland,2017,23987.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Helsinki/Helsingfors,2000,14375.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Helsinki/Helsingfors,2004,16504.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Helsinki/Helsingfors,2011,29740.90,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Helsinki/Helsingfors,2015,27866.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Helsinki/Helsingfors,2016,28216.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Helsinki/Helsingfors,2017,27739.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Tampere/Tammerfors,2000,12329.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Tampere/Tammerfors,2004,14438.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Tampere/Tammerfors,2008,17413.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Tampere/Tammerfors,2011,26093.46,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Tampere/Tammerfors,2015,22452.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Tampere/Tammerfors,2016,23021.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Tampere/Tammerfors,2017,22118.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Turku/Åbo,2000,11926.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Turku/Åbo,2004,13948.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Turku/Åbo,2008,17000.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Turku/Åbo,2011,24760.07,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Turku/Åbo,2015,21621.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Turku/Åbo,2016,21829.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Turku/Åbo,2017,20801.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Oulu/Uleåborg,2000,12497.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Oulu/Uleåborg,2004,14769.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Oulu/Uleåborg,2011,27283.13,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Oulu/Uleåborg,2015,22929.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Oulu/Uleåborg,2016,22396.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Oulu/Uleåborg,2017,22965.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Espoo/Esbo,2011,39860.54,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Espoo/Esbo,2015,29671.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Espoo/Esbo,2016,29785.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Espoo/Esbo,2017,30375.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Vantaa/Vanda,2011,34056.78,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Vantaa/Vanda,2015,26904.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Vantaa/Vanda,2016,26700.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Vantaa/Vanda,2017,27604.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Lahti/Lahtis,2011,25476.50,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Lahti/Lahtis,2015,22980.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Lahti/Lahtis,2016,23206.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Lahti/Lahtis,2017,22788.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Kuopio,2011,27186.65,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Kuopio,2015,20709.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Kuopio,2016,21256.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Kuopio,2017,21979.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Jyväskylä,2011,27132.59,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Jyväskylä,2015,22980.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Jyväskylä,2016,22025.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Jyväskylä,2017,22077.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,France,1995,12653.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,France,1996,13189.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,France,1997,13353.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,France,1998,13555.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,France,1999,13814.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,France,2000,14098.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,France,2001,14886.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,France,2011,28915.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,France,2012,19790.00,b,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,France,2013,20180.00,d,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,France,2014,20290.00,d,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,France,2015,20490.00,d,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,France,2016,20730.00,d,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,France,2017,21030.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,France,2018,21650.00,d,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,France,2019,21860.00,d,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Paris (greater city),2000,68517.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Paris (greater city),2012,22070.00,b,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Paris (greater city),2013,22250.00,d,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Paris (greater city),2014,22380.00,d,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Paris (greater city),2015,22480.00,d,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Paris (greater city),2016,22760.00,d,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Paris (greater city),2017,23090.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Paris (greater city),2018,23730.00,d,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Paris (greater city),2019,23950.00,d,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Lyon (greater city),2011,29050.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Lyon (greater city),2012,20340.00,b,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Lyon (greater city),2013,20600.00,d,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Lyon (greater city),2014,20790.00,d,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Lyon (greater city),2015,21050.00,d,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Lyon (greater city),2016,21290.00,d,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Lyon (greater city),2017,21630.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Lyon (greater city),2018,22170.00,d,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Lyon (greater city),2019,22410.00,d,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Lille (greater city),2000,13183.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Lille (greater city),2011,27123.00,,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Lille (greater city),2012,18230.00,b,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Lille (greater city),2013,18660.00,d,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Lille (greater city),2014,18790.00,d,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Lille (greater city),2015,18950.00,d,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Lille (greater city),2016,19230.00,d,
ESTAT:URB_CLIVCON(1.0),09/02/26 23:00:00,Annual,Median disposable annual household income - EUR,Lille (greater city),2017,19530.00,,
