year,city,total_buildings,total_dwellings,build_flow,dwell_flow,value,destruction_share,east_germany,income,interpolated,grow5_index_ann,grow5_hu_ann,p_q5,growth5sum,inelasticity_cutoff,demand_cutoff,inelasticity_cutoff_lag,demand_cutoff_lag,p_q5_lag,growth5sum_lag,superstar,growth_window
2021,Erfurt,28680,119277,136,690,198.11,NA,NA,NA,NA,0.07558557439671798,0.002325041063972577,32.509350294042584,0.07791061546069056,11.417669796123052,0.0785385010027474,9.829432427544372,0.05585389822312781,25.6874768456702,0.052552201199115745,0,NA
2021,Frankfurt,80475,394293,435,3162,214.25,0.4497,0,NA,NA,0.06901826947596978,0.0077463097300736194,8.909825695197686,0.0767645792060434,11.417669796123052,0.0785385010027474,9.829432427544372,0.05585389822312781,8.989418657128846,0.07600161538617267,0,NA
2021,Hamburg,259939,967821,1332,7314,223.39,0.535,0,NA,NA,0.06988446478549304,0.007663520439771698,9.119107247735736,0.07754798522526474,11.417669796123052,0.0785385010027474,9.829432427544372,0.05585389822312781,9.086812765729672,0.05895452555185532,0,NA
2021,Karlsruhe,644699,1436733,3729,10355,187.22,0.2478,0,NA,NA,0.060640143521874634,0.005427578921299414,11.172595442860333,0.06606772244317405,11.417669796123052,0.0785385010027474,9.829432427544372,0.05585389822312781,11.332063097016755,0.05976946178695752,0,NA
2021,Köln,317045,923051,4887,14994,189.75,0.7003,0,NA,NA,0.066288692821866,0.01321048583209583,5.0178845550716105,0.07949917865396183,11.417669796123052,0.0785385010027474,9.829432427544372,0.05585389822312781,4.036650684435843,0.07214859960064746,0,NA
2021,Lübeck,43749,122603,260,886,168.67,0.1959,0,NA,NA,0.08350350846200749,0.004148923912185021,20.126546118805678,0.08765243237419251,11.417669796123052,0.0785385010027474,9.829432427544372,0.05585389822312781,14.956252137235099,0.041808025778631075,0,NA
2021,München,170268,869177,1579,8308,262.72,0.33,0,NA,NA,0.055353144805332155,0.008361963243353587,6.619635030006737,0.06371510804868574,11.417669796123052,0.0785385010027474,9.829432427544372,0.05585389822312781,10.066989322796806,0.08422566504973616,0,NA
2021,Münster,184274,390817,3492,9248,175.02,0.3931,0,NA,NA,0.05936107340132257,0.020689511297938834,2.8691384995273594,0.0800505846992614,11.417669796123052,0.0785385010027474,9.829432427544372,0.05585389822312781,2.4406341937155274,0.07301374422947915,0,NA
2021,Potsdam,44450,127985,728,2721,278.39,0.2,1,NA,NA,0.09899513187541631,0.015373589562019285,6.439298478475415,0.1143687214374356,11.417669796123052,0.0785385010027474,9.829432427544372,0.05585389822312781,2.703006756136157,0.05262743503605982,0,NA
2021,Stuttgart,925004,2063076,4914,14487,218.9,0.2979,0,NA,NA,0.06373920926727217,0.005270095371737282,12.094507740618097,0.06900930463900945,11.417669796123052,0.0785385010027474,9.829432427544372,0.05585389822312781,15.02446754831836,0.08719413517821217,0,NA
2021,Wiesbaden,38503,145407,255,1235,150.99,0.2235,0,NA,NA,0.05159525886079619,0.0029459372230653535,17.514038811427714,0.05454119608386154,11.417669796123052,0.0785385010027474,9.829432427544372,0.05585389822312781,16.21773849548967,0.052753270894400295,0,NA
2022,Berlin,368745,2134404,3140,30736,239.56,0.3703,0,NA,NA,0.05464992354930098,0.01162678262702066,4.700347921040037,0.06627670617632164,8.089452826187175,0.06606689359870144,10.71007650537419,0.060770815209403306,11.550152082932076,0.09994249688893153,0,NA
2022,Bonn,57355,174109,127,625,168.57,0.472,0,NA,NA,0.051740090866299715,0.005266298796487545,9.82475413298021,0.05700638966278726,8.089452826187175,0.06606689359870144,10.71007650537419,0.060770815209403306,8.276039312662904,0.05153931981560267,0,NA
2022,Chemnitz,34689,172907,128,253,88.68,0.25,1,NA,NA,0.07423873862525743,0.00171140111459267,43.37892384914507,0.0759501397398501,8.089452826187175,0.06606689359870144,10.71007650537419,0.060770815209403306,14.8822660195591,0.030187731860856104,0,NA
2022,Dortmund,98010,325084,320,1964,129.83,0.6583,0,NA,NA,0.06615105167081836,0.003632162329476829,18.212581286350893,0.06978321400029519,8.089452826187175,0.06606689359870144,10.71007650537419,0.060770815209403306,19.72628967282054,0.0525566242939306,0,NA
2022,Dresden,59792,312802,240,1990,161.27,0.6,1,NA,NA,0.0672909296904931,0.005774496914975336,11.653124190954827,0.07306542660546844,8.089452826187175,0.06606689359870144,10.71007650537419,0.060770815209403306,8.693870579343491,0.049169717673420266,0,NA
2022,Duisburg,83295,270255,123,707,90.77,0.6479,0,NA,NA,0.06788886570761599,0.0017272917488273531,39.30364731592407,0.06961615745644334,8.089452826187175,0.06606689359870144,10.71007650537419,0.060770815209403306,15.717762777060896,0.021597355077062508,0,NA
2022,Düsseldorf,225335,675534,3020,11084,193.2,0.5091,0,NA,NA,0.05694329516390306,0.015199018388307506,3.7465113673202164,0.07214231355221057,8.089452826187175,0.06606689359870144,10.71007650537419,0.060770815209403306,3.6946202576550573,0.07139694429430454,0,NA
2022,Erfurt,28816,119967,69,325,197.59,NA,NA,NA,NA,0.0630715272163136,0.0027855538047676376,22.64236544573758,0.06585708102108123,8.089452826187175,0.06606689359870144,10.71007650537419,0.060770815209403306,21.84796572659064,0.05027082398246874,0,NA
2022,Frankfurt,80910,397455,309,2612,204.24,0.4497,0,NA,NA,0.038470831125806626,0.007178758159287479,5.358981354739635,0.045649589285094105,8.089452826187175,0.06606689359870144,10.71007650537419,0.060770815209403306,9.486035761554923,0.0863150613903001,0,NA
2022,Hamburg,261271,975135,1476,8656,218.74,0.535,0,NA,NA,0.05311340494065675,0.007709061844666687,6.889736521883252,0.06082246678532344,8.089452826187175,0.06606689359870144,10.71007650537419,0.060770815209403306,9.062596732629393,0.060323711947388725,0,NA
2022,Karlsruhe,648428,1447088,3944,9956,182.54,0.2478,0,NA,NA,0.04359231713351508,0.005517906656381744,7.900154868168768,0.04911022378989682,8.089452826187175,0.06606689359870144,10.71007650537419,0.060770815209403306,11.65809474033099,0.06491317215809866,0,NA
2022,Köln,321932,938045,4978,14079,188.32,0.7003,0,NA,NA,0.05221083338610222,0.013239480232850376,3.9435712329970793,0.0654503136189526,8.089452826187175,0.06606689359870144,10.71007650537419,0.060770815209403306,4.036097914931168,0.07137137433673058,0,NA
2022,Lübeck,44009,123489,185,833,170.51,0.1959,0,NA,NA,0.06719045177764515,0.004975885358649679,13.503215394793347,0.07216633713629483,8.089452826187175,0.06606689359870144,10.71007650537419,0.060770815209403306,17.921042488541325,0.056162502828866145,0,NA
2022,München,171847,877485,1443,8204,255.46,0.33,0,NA,NA,0.03445275694173944,0.008168043843625572,4.217993634868492,0.04262080078536501,8.089452826187175,0.06606689359870144,10.71007650537419,0.060770815209403306,9.870000927816301,0.08334075068821245,0,NA
2022,Münster,187766,400065,3377,10018,185.1,0.3931,0,NA,NA,0.06240343285541439,0.01980542754416348,3.1508248290153293,0.08220886039957787,8.089452826187175,0.06606689359870144,10.71007650537419,0.060770815209403306,1.8843818269285812,0.06121791847141789,0,NA
2022,Potsdam,45178,130706,606,1253,296.68,0.2,1,NA,NA,0.08456683551447486,0.015578543958779667,5.428417170323236,0.10014537947325453,8.089452826187175,0.06606689359870144,10.71007650537419,0.060770815209403306,4.164027824194333,0.07938212465643102,0,NA
2022,Stuttgart,929918,2077563,4662,12522,211.64,0.2979,0,NA,NA,0.044129338192261613,0.005330434426949138,8.278750784205583,0.04945977261921075,8.089452826187175,0.06606689359870144,10.71007650537419,0.060770815209403306,14.154120183145505,0.08403827600073632,0,NA
2022,Wiesbaden,38758,146642,377,1839,149.07,0.2235,0,NA,NA,0.04293555515823355,0.004117422514956948,10.427774900988632,0.0470529776731905,8.089452826187175,0.06606689359870144,10.71007650537419,0.060770815209403306,18.62769508255274,0.05586200529762486,0,NA
2023,Berlin,371885,2165140,2872,28862,211.24,0.3703,0,NA,NA,0.011228213074966353,0.011662019742976648,0.9628017549643104,0.022890232817943,0.9837731882536841,0.02260671376101553,10.619408438861702,0.07051885398088997,9.803588353847902,0.10095853444733294,0,NA
2023,Bonn,57482,174734,92,700,152,0.472,0,NA,NA,0.01652554584597521,0.004623519454476588,3.574235170563591,0.021149065300451797,0.9837731882536841,0.02260671376101553,10.619408438861702,0.07051885398088997,11.166334475816127,0.07281233278027788,0,NA
2023,Chemnitz,34817,173160,145,280,80.6,0.25,1,NA,NA,0.02171858451017772,0.0015642555336647934,13.884294504808079,0.023282840043842512,0.9837731882536841,0.02260671376101553,10.619408438861702,0.07051885398088997,34.074392913034295,0.0651568658960382,0,NA
2023,Dortmund,98330,327048,226,1180,116.28,0.6583,0,NA,NA,0.026995440088608103,0.003957290993639395,6.821696997263588,0.030952731082247498,0.9837731882536841,0.02260671376101553,10.619408438861702,0.07051885398088997,21.139403467509634,0.06235997387403969,0,NA
2023,Dresden,60032,314792,233,1862,139.17,0.6,1,NA,NA,0.01736723800160367,0.005663075373344428,3.066750282602568,0.023030313374948097,0.9837731882536841,0.02260671376101553,10.619408438861702,0.07051885398088997,9.137387836969525,0.05656599102761595,0,NA
2023,Duisburg,83418,270962,188,515,83.51,0.6479,0,NA,NA,0.03933198582136721,0.0017190326896479036,22.880301263743437,0.041051018511015114,0.9837731882536841,0.02260671376101553,10.619408438861702,0.07051885398088997,31.98524681094166,0.04792193554467006,0,NA
2023,Düsseldorf,228355,686618,3006,10946,157.5,0.5091,0,NA,NA,-0.004014682423804206,0.014615766327692903,-0.27468162351483916,0.010601083903888697,0.9837731882536841,0.02260671376101553,10.619408438861702,0.07051885398088997,4.129914180985295,0.0773851121139606,0,NA
2023,Erfurt,28885,120292,92,552,167.85,NA,NA,NA,NA,0.019727706933621914,0.0025954877704661428,7.600770521095104,0.022323194704088056,0.9837731882536841,0.02260671376101553,10.619408438861702,0.07051885398088997,19.4883732880532,0.048097015579209756,0,NA
2023,Frankfurt,81219,400067,270,2948,168.15,0.4497,0,NA,NA,-0.017982604231355337,0.006762966658488967,-2.658981648058745,-0.01121963757286637,0.9837731882536841,0.02260671376101553,10.619408438861702,0.07051885398088997,10.072482401907278,0.08860480791299907,0,NA
2023,Hamburg,262747,983791,1092,5620,183.73,0.535,0,NA,NA,0.0035424819563065757,0.0074176524355309414,0.4775745408800637,0.010960134391837517,0.9837731882536841,0.02260671376101553,10.619408438861702,0.07051885398088997,8.085177009024116,0.061090412283863804,0,NA
2023,Karlsruhe,652372,1457044,3711,9572,158.75,0.2478,0,NA,NA,-1.0075693853117684e-4,0.005546539931150729,-0.018165728504955164,0.005445782992619552,0.9837731882536841,0.02260671376101553,10.619408438861702,0.07051885398088997,11.508189724466593,0.06553820030026203,0,NA
2023,Köln,326910,952124,4576,16007,165.24,0.7003,0,NA,NA,0.012720212643268836,0.012660145046343718,1.0047446215430578,0.025380357689612554,0.9837731882536841,0.02260671376101553,10.619408438861702,0.07051885398088997,4.220853773027994,0.07231115750059369,0,NA
2023,Lübeck,44194,124322,183,563,150.44,0.1959,0,NA,NA,0.027230015500622207,0.005626135255856646,4.839914837148029,0.03285615075647885,0.9837731882536841,0.02260671376101553,10.619408438861702,0.07051885398088997,22.87421247769888,0.06872655046118625,0,NA
2023,München,173290,885689,1811,10743,208.15,0.33,0,NA,NA,-0.017180107598639638,0.007764024411287096,-2.2127838204196957,-0.009416083187352542,0.9837731882536841,0.02260671376101553,10.619408438861702,0.07051885398088997,8.289010069053084,0.07496462219380318,0,NA
2023,Münster,191143,410083,3015,10542,158.32,0.3931,0,NA,NA,0.006570190466578696,0.019992754457033968,0.32862857795300604,0.026562944923612664,0.9837731882536841,0.02260671376101553,10.619408438861702,0.07051885398088997,2.575938171096873,0.07375160345414589,0,NA
2023,Potsdam,45784,131959,763,1917,264.45,0.2,1,NA,NA,0.03528825595587248,0.01258009886449063,2.805085741852102,0.04786835482036311,0.9837731882536841,0.02260671376101553,10.619408438861702,0.07051885398088997,3.895333091536522,0.08330728250616959,0,NA
2023,Stuttgart,934580,2090085,4905,14676,175.72,0.2979,0,NA,NA,-0.007368966452618864,0.005166770919156072,-1.426222793292042,-0.002202195533462792,0.9837731882536841,0.02260671376101553,10.619408438861702,0.07051885398088997,12.66148912653046,0.07571675503233588,0,NA
2023,Wiesbaden,39135,148481,250,1328,123.64,0.2235,0,NA,NA,-0.009447963805844117,0.005769284296294197,-1.6376318656913575,-0.0036786795095499203,0.9837731882536841,0.02260671376101553,10.619408438861702,0.07051885398088997,19.1990264186635,0.05900880082809845,0,NA
2024,Berlin,374757,2194002,3110,29230,204.48,0.3703,0,NA,NA,-0.008883823360815502,0.011047314902693728,-0.8041613223724898,0.0021634915418782263,-2.0273529185701524,-0.00670777074196216,10.017483116238784,0.06822919543097916,7.167947069179914,0.08853142833434458,0,2020-2024
2024,Bonn,57574,175434,141,1309,143.7,0.472,0,NA,NA,-0.013851996814005285,0.004125026981668833,-3.358037868736868,-0.009726969832336452,-2.0273529185701524,-0.00670777074196216,10.017483116238784,0.06822919543097916,9.72083215771518,0.06314493874492366,0,2020-2024
2024,Chemnitz,34962,173440,128,248,76.58,0.25,1,NA,NA,-0.008600911414367585,0.0013732593715258812,-6.26313687909574,-0.0072276520428417035,-2.0273529185701524,-0.00670777074196216,10.017483116238784,0.06822919543097916,40.72687022000053,0.0780988756775629,0,2020-2024
2024,Dortmund,98556,328228,238,1249,114.13,0.6583,0,NA,NA,0.005667701024093974,0.0038643033618410705,1.4666811824508805,0.009532004385935045,-2.0273529185701524,-0.00670777074196216,10.017483116238784,0.06822919543097916,19.108655922191378,0.061607892200850944,0,2020-2024
2024,Dresden,60265,316654,181,1486,135.56,0.6,1,NA,NA,-0.011498620022898032,0.005310730581815415,-2.165167267620523,-0.006187889441082617,-2.0273529185701524,-0.00670777074196216,10.017483116238784,0.06822919543097916,10.31413407476239,0.0690479683792169,0,2020-2024
2024,Duisburg,83606,271477,157,525,82.93,0.6479,0,NA,NA,0.01741854582890956,0.0016636600229109622,10.470015260949614,0.019082205851820522,-2.0273529185701524,-0.00670777074196216,10.017483116238784,0.06822919543097916,28.644580281677936,0.0477528417152322,0,2020-2024
2024,Düsseldorf,231361,697564,2196,9127,155.87,0.5091,0,NA,NA,-0.025972898137136657,0.01374563004751872,-1.8895385695197822,-0.012227268089617938,-2.0273529185701524,-0.00670777074196216,10.017483116238784,0.06822919543097916,4.281076404948797,0.08417889392458378,0,2020-2024
2024,Erfurt,28977,120844,66,240,165.5,NA,NA,NA,NA,-0.0022923083612741424,0.0031205920401740084,-0.7345748280336959,8.28283678899866e-4,-2.0273529185701524,-0.00670777074196216,10.017483116238784,0.06822919543097916,20.69939413214415,0.048842400955519505,0,2020-2024
2024,Frankfurt,81489,403015,280,3529,168.47,0.4497,0,NA,NA,-0.030015678431354553,0.006160139415568144,-4.872564792202229,-0.02385553901578641,-2.0273529185701524,-0.00670777074196216,10.017483116238784,0.06822919543097916,8.927772060560025,0.07807540954509129,0,2020-2024
2024,Hamburg,263839,989411,966,7900,170.95,0.535,0,NA,NA,-0.032108572860992446,0.0066454456949598395,-4.831665825716523,-0.025463127166032606,-2.0273529185701524,-0.00670777074196216,10.017483116238784,0.06822919543097916,8.918722851961771,0.06910230953360541,0,2020-2024
2024,Karlsruhe,656083,1466616,2995,8423,152.01,0.2478,0,NA,NA,-0.029201947906939085,0.00570180612516813,-5.121525928080904,-0.023500141781770956,-2.0273529185701524,-0.00670777074196216,10.017483116238784,0.06822919543097916,11.567277453781616,0.06477511010610959,0,2020-2024
2024,Köln,331486,968131,3489,11683,166.69,0.7003,0,NA,NA,-0.005568945126178004,0.01265794408725629,-0.4399565275205065,0.0070889989610782855,-2.0273529185701524,-0.00670777074196216,10.017483116238784,0.06822919543097916,4.630392020222614,0.0780645611591344,0,2020-2024
2024,Lübeck,44377,124885,117,664,143.86,0.1959,0,NA,NA,-0.003684759409796512,0.005191797713024915,-0.7097270759514334,0.001507038303228403,-2.0273529185701524,-0.00670777074196216,10.017483116238784,0.06822919543097916,14.98124848590294,0.06492257914476363,0,2020-2024
2024,München,175101,896432,1358,7316,200.37,0.33,0,NA,NA,-0.03880767522827255,0.008233605829509605,-4.7133268256763206,-0.03057406939876295,-2.0273529185701524,-0.00670777074196216,10.017483116238784,0.06822919543097916,7.182247029032579,0.06741042248274143,0,2020-2024
2024,Münster,194158,420625,2268,7292,160.1,0.3931,0,NA,NA,-0.010187051923424062,0.020129109239031884,-0.5060855799654854,0.009942057315607822,-2.0273529185701524,-0.00670777074196216,10.017483116238784,0.06822919543097916,3.1893032497486797,0.08691484406212657,0,2020-2024
2024,Potsdam,46547,133876,583,1839,261.24,0.2,1,NA,NA,0.017656588513790483,0.01146918789152207,1.5394802736505946,0.029125776405312553,-2.0273529185701524,-0.00670777074196216,10.017483116238784,0.06822919543097916,4.6084229564618475,0.09742018287931642,0,2020-2024
2024,Stuttgart,939485,2104761,4105,12502,166.28,0.2979,0,NA,NA,-0.031601198305813094,0.005341281330464298,-5.916407758860011,-0.026259916975348796,-2.0273529185701524,-0.00670777074196216,10.017483116238784,0.06822919543097916,11.322771158408502,0.06548050995288124,0,2020-2024
2024,Wiesbaden,39385,149809,106,510,121.73,0.2235,0,NA,NA,-0.030116033562005318,0.007013950796780799,-4.29373322319679,-0.02310208276522452,-2.0273529185701524,-0.00670777074196216,10.017483116238784,0.06822919543097916,20.90410557222212,0.05642623509292033,0,2020-2024
