cities_clean,year,mean_income,median_income,germany_median,distance_internal,dist_increased_5y,dist_to_germany
Chemnitz,2019,28392,23940,23514,1.1859649122807017,FALSE,1.0181168665475886
Dortmund,2019,30456,24600,23514,1.2380487804878049,TRUE,1.0461852513396275
Dresden,2019,30744,25140,23514,1.2229116945107399,FALSE,1.0691502934422046
Duisburg,2019,29472,24660,23514,1.1951338199513382,FALSE,1.0487369226843584
Düsseldorf,2019,37764,28044,23514,1.3465982028241335,TRUE,1.1926511865271754
Erfurt,2019,29004,24324,23514,1.1924025653675383,FALSE,1.0344475631538659
Frankfurt,2019,29616,24792,23514,1.1945788964181994,FALSE,1.054350599642766
Hamburg,2019,36300,28416,23514,1.2774493243243243,FALSE,1.2084715488645064
Karlsruhe,2019,34248,27024,23514,1.2673179396092362,TRUE,1.1492727736667516
Köln,2019,35076,27444,23514,1.2780935723655444,TRUE,1.1671344730798674
Lübeck,2019,31332,25272,23514,1.2397910731244064,FALSE,1.0747639704006124
München,2019,43452,33972,23514,1.2790533380430944,FALSE,1.4447563153865781
Münster,2019,36360,27096,23514,1.341895482728078,TRUE,1.1523347792804286
Potsdam,2019,31656,24264,23514,1.304648862512364,TRUE,1.031895891809135
Stuttgart,2019,39408,31680,23514,1.243939393939394,FALSE,1.3472824700178616
Wiesbaden,2019,40008,31008,23514,1.2902476780185759,TRUE,1.3187037509568769
